transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
JIYRO4X9JJDFGU,2024-07-01,Company Payroll,job,43595.85,INR,netbanking,8584950776742,7578823060431,credit
8ME98NSDG8IPUG,2024-08-05,Company Payroll,job,64355.71,INR,netbanking,8584950776742,4813063100554,credit
Q7S1HW5JF2KDKD,2024-09-06,Company Payroll,job,83930.61,INR,netbanking,8584950776742,0661453968791,credit
H4V0TF05LM89WS,2024-10-02,Company Payroll,job,55027.9,INR,netbanking,8584950776742,2706757253348,credit
ONL0ZVX6SQSS6P,2024-11-01,Company Payroll,job,70109.68,INR,netbanking,8584950776742,3442910189844,credit
FSOQCLPH7MEA4H,2024-12-03,Company Payroll,job,39269.83,INR,netbanking,8584950776742,5079480592789,credit
IGVIRZE346RJL1,2025-01-05,Company Payroll,job,65314.86,INR,netbanking,8584950776742,1993385351858,credit
NZ6M8SMUG8YGYE,2025-02-02,Company Payroll,job,57948.54,INR,netbanking,8584950776742,9969026498375,credit
VOZ7PTT5M8TE6X,2025-03-01,Company Payroll,job,88288.5,INR,netbanking,8584950776742,4381357883872,credit
0X2KLHNFTO1W10,2025-04-05,Company Payroll,job,86314.22,INR,netbanking,8584950776742,6718147483752,credit
7KHZD4W9Y1UBXO,2025-05-03,Company Payroll,job,31159.09,INR,netbanking,8584950776742,9350450195489,credit
AFQGD78W537WQW,2025-06-01,Company Payroll,job,35385.03,INR,netbanking,8584950776742,3372759625297,credit
IKGC73TSIYZQPJ,2024-07-28,Barista,others,1503.74,INR,netbanking,8584950776742,7385934391546,debit
9NIBBQGBIOUXTJ,2025-02-19,Spencers,groceries,1971.4,INR,UPI,8584950776742,3180452555596,debit
ZOYTIF01O7X71M,2024-10-08,INOX,others,3132.91,INR,UPI,8584950776742,1641358066821,debit
NLW5UHZUOEKZKF,2024-09-09,IRCTC,travel,1194.34,INR,netbanking,8584950776742,1433168624120,debit
1I0JTQ05AEB30K,2024-10-06,Cashback,misc,3097.71,INR,UPI,8584950776742,6143865270598,credit
3R1UY7MXP7H5CP,2025-06-18,Electricity Bill,utilities,4248.65,INR,netbanking,8584950776742,6407997681395,debit
M2U6DKT8QRJEPO,2024-12-04,Refund,misc,870.13,INR,cash,8584950776742,7244388351903,credit
FZBGGKMSG0IAEX,2024-08-18,Zerodha,stocks,2111.39,INR,netbanking,8584950776742,4102658998950,credit
046Y1ODD2LK5RA,2024-10-03,Spencers,groceries,169.24,INR,UPI,8584950776742,4322039464486,debit
E5E3QVE5EGK1UD,2025-02-03,Flipkart,online_shopping,1999.31,INR,card,8584950776742,1342068715291,debit
XDSOD56Y9JN3MC,2024-07-03,Cashback,misc,354.59,INR,UPI,8584950776742,6944527804353,credit
RNDAY3N5ZQMO15,2024-08-08,Electricity Bill,utilities,3715.32,INR,cash,8584950776742,5455623124991,debit
KAWUB4JTVHRED7,2025-04-22,HDFC Mutual,funds,2306.26,INR,netbanking,8584950776742,3083666770984,credit
WMKKQHWZU6U2UW,2024-08-02,IRCTC,travel,4112.15,INR,UPI,8584950776742,3915447522716,debit
WGJ2CQJ95XB8V5,2024-11-26,Flipkart,online_shopping,416.99,INR,UPI,8584950776742,7057194503381,debit
8L9PB9LAOT8DGP,2024-12-06,Flipkart,online_shopping,4350.28,INR,UPI,8584950776742,9147677509276,debit
7DYNME89FRRAQF,2025-03-15,Reliance Fresh,groceries,2789.87,INR,card,8584950776742,5683338886892,debit
7LG60TQV87GPUL,2024-08-20,Mobile Recharge,utilities,3795.54,INR,UPI,8584950776742,9173715356923,debit
X7FDQSBPWZL5XS,2024-07-12,Barista,others,256.18,INR,card,8584950776742,7335216177962,debit
Y5JESXOC3VFQKG,2024-12-29,Myntra,online_shopping,103.06,INR,netbanking,8584950776742,3703175453228,debit
F84S8CWHYULBP1,2024-11-27,D-Mart,groceries,1297.74,INR,cash,8584950776742,7531356933369,debit
LZSB6Y1D1LP07G,2025-04-12,D-Mart,groceries,2994.35,INR,cash,8584950776742,6819893677522,debit
9Q0117CU9MUJ6B,2024-09-29,Spencers,groceries,4443.35,INR,netbanking,8584950776742,8885449543657,debit
HF93GUCVL8T62D,2025-03-10,Electricity Bill,utilities,4188.86,INR,UPI,8584950776742,2495497156939,debit
KMS2QTO8C9X1GU,2024-09-13,Water Bill,utilities,4941.37,INR,netbanking,8584950776742,8416548731581,debit
JKOPJYQ4TK851K,2025-01-07,Barista,others,679.27,INR,cash,8584950776742,6766544101286,debit
N4CW9KC188YLPU,2025-06-15,Reliance Fresh,groceries,3173.04,INR,UPI,8584950776742,8494954870929,debit
HBU3FDLL76ST10,2025-06-27,D-Mart,groceries,2890.07,INR,card,8584950776742,1621764488217,debit
WD1FARK4MLKGHE,2025-05-31,Water Bill,utilities,821.22,INR,cash,8584950776742,1317954965475,debit
EHZN80MNQ18TF9,2025-06-28,Amazon India,online_shopping,1011.42,INR,card,8584950776742,1473851694692,debit
Z9UD5JXJG26JBP,2025-02-13,Flipkart,online_shopping,4795.02,INR,card,8584950776742,6180459834791,debit
MZWORID0IPBRID,2024-07-18,Reliance Fresh,groceries,517.91,INR,UPI,8584950776742,8044263662641,debit
LD4LK860O3H8N2,2024-12-30,Flipkart,online_shopping,4842.06,INR,UPI,8584950776742,1939369972880,debit
XM2H2PUZ4PK4ST,2025-05-10,Reliance Fresh,groceries,1209.93,INR,card,8584950776742,1051983582076,debit
N6UKSH3A3RCL2L,2024-10-15,Ola,travel,3816.88,INR,netbanking,8584950776742,8161735930017,debit
