transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
BK326SER0Y9M8A,2024-07-01,Company Payroll,job,2507.81,USD,netbanking,6033843963747,3096334112131,credit
IFO4KQJ88PZ9MK,2024-08-02,Company Payroll,job,908.2,USD,netbanking,6033843963747,7981984915332,credit
5QMX1WUU9NHBYI,2024-09-05,Company Payroll,job,2559.53,USD,netbanking,6033843963747,8612339680461,credit
YKL8OWK2JWJY7S,2024-10-07,Company Payroll,job,574.96,USD,netbanking,6033843963747,8642845274102,credit
THW6VQRLRD0KI0,2024-11-06,Company Payroll,job,2176.7,USD,netbanking,6033843963747,2293547015569,credit
I3K8ZJK0JJHDZF,2024-12-01,Company Payroll,job,2881.16,USD,netbanking,6033843963747,0219039766464,credit
PRSS8UOH2AO40T,2025-01-02,Company Payroll,job,1031.96,USD,netbanking,6033843963747,9556863780244,credit
NRFG7KAM4SWA8C,2025-02-02,Company Payroll,job,2632.77,USD,netbanking,6033843963747,2998744047808,credit
CMR5PXMWQPVOQV,2025-03-03,Company Payroll,job,2979.0,USD,netbanking,6033843963747,0956587430557,credit
LF5K7CWMJ449HQ,2025-04-02,Company Payroll,job,2325.02,USD,netbanking,6033843963747,0109220867470,credit
1LYNN47ATFTCEJ,2025-05-05,Company Payroll,job,2936.81,USD,netbanking,6033843963747,9252697497924,credit
KZ852OFPV245OZ,2025-06-02,Company Payroll,job,2285.29,USD,netbanking,6033843963747,8621972626212,credit
DFP77OC1LIH4YN,2025-03-12,Starbucks,others,19.82,USD,cash,6033843963747,3979818786358,debit
WDNMK06WL8AZSP,2025-03-27,Greyhound,travel,33.58,USD,paypal,6033843963747,0687022210625,debit
26RRHAIP4OMSO4,2024-07-16,Walmart,groceries,74.03,USD,netbanking,6033843963747,7864493108743,debit
9790PWV3HXP5BY,2024-07-08,Greyhound,travel,72.72,USD,netbanking,6033843963747,3450420933093,debit
606YD3LL2V3F3R,2025-01-31,Uber,travel,61.81,USD,netbanking,6033843963747,4138042141114,debit
X3WCACAUDID9RW,2025-01-09,Whole Foods,groceries,88.2,USD,netbanking,6033843963747,1391927506297,debit
83AZEC6HGAPNIO,2025-03-31,Whole Foods,groceries,4.0,USD,paypal,6033843963747,6965042920017,debit
L5FB39KXJ0DTS6,2024-08-01,Walmart,groceries,44.49,USD,paypal,6033843963747,3641845104383,debit
XHTH03RU3A8CDB,2024-07-07,Costco,groceries,79.81,USD,cash,6033843963747,3878104539200,debit
MBTS3UTAUDOURZ,2025-05-31,Uber,travel,82.73,USD,card,6033843963747,4931030202374,debit
QD2WKOMCZ25TNO,2025-03-07,Part-time Work,job,111.26,USD,netbanking,6033843963747,3171555281185,credit
DCO1NBTUGPDNGD,2024-08-18,Comcast,utilities,94.54,USD,cash,6033843963747,3291108929721,debit
K4MGJ8UHDB909D,2025-04-03,Netflix,others,16.38,USD,cash,6033843963747,4315472581446,debit
GUIFQMM5L4RVOP,2024-12-05,Comcast,utilities,56.29,USD,netbanking,6033843963747,2794501381197,debit
TUUUNCUWM8DM7F,2024-07-01,Refund,misc,98.38,USD,apple pay,6033843963747,8228541980481,credit
ODVR8BOFTRZMXD,2025-04-18,Costco,groceries,10.0,USD,card,6033843963747,2851700273124,debit
HPN2U3QFQLX09M,2024-12-13,T. Rowe Price,funds,469.2,USD,netbanking,6033843963747,3532546548353,credit
SS9L11DOW385JY,2025-03-22,Vanguard,funds,979.4,USD,netbanking,6033843963747,1741501864590,credit
PXUUNM5I2D1QXH,2025-04-11,eBay,online_shopping,22.42,USD,netbanking,6033843963747,3916041654377,debit
PK23HWBSD7XQ1C,2025-01-08,Whole Foods,groceries,1.95,USD,netbanking,6033843963747,0779142400686,debit
OE5IJ9L99ZHMG4,2024-09-28,Etsy,online_shopping,49.48,USD,paypal,6033843963747,9164049750054,debit
PIBVARWM9KI1DE,2024-11-24,Uber,travel,15.71,USD,cash,6033843963747,7910923794796,debit
XXDUNR2MADS699,2024-10-13,AMC Theatres,others,15.35,USD,card,6033843963747,8895852452137,debit
T8EOD82SUYG1GJ,2024-08-10,Costco,groceries,68.42,USD,netbanking,6033843963747,0609764386265,debit
SWD8EUZZN0JTZG,2025-06-16,BlackRock,funds,1059.98,USD,netbanking,6033843963747,3748094875633,credit
RZ5ZG0IW6POF3H,2024-11-27,Walmart,groceries,66.7,USD,card,6033843963747,4292004680884,debit
GWDJUIE9VJEK30,2025-01-30,Robinhood,stocks,819.4,USD,netbanking,6033843963747,8911867801368,credit
S28X1YEI5N0JIH,2024-11-10,Part-time Work,job,174.21,USD,netbanking,6033843963747,8043915693205,credit
T8L5PLAVGM4CRR,2024-10-24,Greyhound,travel,84.91,USD,cash,6033843963747,7292314050008,debit
86PUBECGM67J5W,2024-08-08,BlackRock,funds,691.56,USD,netbanking,6033843963747,2797972270415,credit
FQK0L89LE272TW,2024-10-01,Vanguard,funds,649.43,USD,netbanking,6033843963747,5999413676527,credit
TD6K244I0OUTC8,2025-01-28,Walmart,groceries,16.15,USD,apple pay,6033843963747,3922572319737,debit
47MPKI9LXT3AB1,2025-06-07,Uber,travel,88.39,USD,paypal,6033843963747,4588046257423,debit
86Y9PKLHV2CGII,2025-04-15,Comcast,utilities,79.54,USD,cash,6033843963747,3002462456148,debit
APRV65O89O95J9,2024-12-17,Whole Foods,groceries,18.06,USD,paypal,6033843963747,7290672053109,debit
A90F1IHFCK84PL,2025-03-16,Etsy,online_shopping,66.68,USD,cash,6033843963747,3529752034384,debit
ZC9JMAR2D4TYGS,2025-03-31,Freelance Payment,job,642.31,USD,netbanking,6033843963747,1642300783191,credit
5G0QSMI15GGENN,2025-02-06,Walmart,groceries,84.7,USD,netbanking,6033843963747,8296981298151,debit
9FXHRYX80472C5,2025-05-07,Comcast,utilities,80.95,USD,card,6033843963747,3049176722153,debit
1MGVE1V5D6LXHE,2025-02-21,eBay,online_shopping,12.99,USD,apple pay,6033843963747,6235235777080,debit
WGYX2BAX7Y28X1,2025-02-01,Lyft,travel,33.63,USD,cash,6033843963747,6221918985643,debit
AP0ZV1VF21Y6Q3,2025-06-11,Uber,travel,7.17,USD,paypal,6033843963747,8455217681359,debit
XCM76Y0S36JUD6,2024-09-09,Greyhound,travel,61.93,USD,apple pay,6033843963747,1250280811729,debit
DOLJFLZAEBQCZV,2025-06-17,Amazon,online_shopping,55.52,USD,apple pay,6033843963747,6349253296854,debit
W2QGEILHI8UJ80,2024-08-13,Lyft,travel,12.92,USD,apple pay,6033843963747,0733004088891,debit
9WENAUA3L6EIT1,2025-04-23,eBay,online_shopping,8.44,USD,netbanking,6033843963747,5290563872118,debit
