transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
TT40OHQY68VY0I,2024-07-01,Company Payroll,job,44442.52,INR,netbanking,6255837252251,7713815500479,credit
SUW28E4DT04EZF,2024-08-06,Company Payroll,job,54431.35,INR,netbanking,6255837252251,7197144893682,credit
WFGWO9X5W74ADN,2024-09-03,Company Payroll,job,22743.5,INR,netbanking,6255837252251,8001357967908,credit
CANH8NH486TOYE,2024-10-03,Company Payroll,job,39708.68,INR,netbanking,6255837252251,6763272083341,credit
IB52Q0KGW451R9,2024-11-06,Company Payroll,job,32453.7,INR,netbanking,6255837252251,3469035989871,credit
MMZFYRQR25T12X,2024-12-03,Company Payroll,job,37534.25,INR,netbanking,6255837252251,9825898175440,credit
5KYNBDLZ8VQ1H6,2025-01-07,Company Payroll,job,33059.32,INR,netbanking,6255837252251,6657038038402,credit
A7DQ8ZKG6IYVXM,2025-02-01,Company Payroll,job,55501.26,INR,netbanking,6255837252251,8754334060777,credit
T4RB34K6Z1D383,2025-03-06,Company Payroll,job,63480.89,INR,netbanking,6255837252251,1880112392372,credit
RK83D0OAMDWHZS,2025-04-04,Company Payroll,job,84504.57,INR,netbanking,6255837252251,5336660980990,credit
MBS9LTTFVSKCVR,2025-05-01,Company Payroll,job,24838.42,INR,netbanking,6255837252251,0570613843685,credit
07SSARTU734IRN,2025-06-02,Company Payroll,job,32350.17,INR,netbanking,6255837252251,0285611227661,credit
A2IIKBT163INGV,2024-08-10,D-Mart,groceries,579.29,INR,netbanking,6255837252251,2400931895771,debit
54BWW2EIZB5AOG,2024-09-21,Flipkart,online_shopping,3808.82,INR,cash,6255837252251,3050135398074,debit
HLW2LSN182EDDJ,2024-09-20,Spencers,groceries,4486.39,INR,UPI,6255837252251,9117936694549,debit
45ZJZZIOPCLNVB,2024-10-31,Mobile Recharge,utilities,369.72,INR,UPI,6255837252251,8907459243521,debit
4WBOU5AXJYN4UX,2025-03-18,Mobile Recharge,utilities,2762.37,INR,cash,6255837252251,1236964625587,debit
SNOAOUKULY8ZQQ,2025-03-05,Petrol Bunk,utilities,1981.65,INR,card,6255837252251,9179673604912,debit
AGI3CM2H27QWLU,2025-01-08,Amazon India,online_shopping,2692.79,INR,card,6255837252251,0947117959816,debit
