transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
9CCFY0OE3GU7V1,2024-07-07,Company Payroll,job,788.41,USD,netbanking,2677293144892,6708088913216,credit
JYF9OU7T5O68Q3,2024-08-02,Company Payroll,job,1872.5,USD,netbanking,2677293144892,8937696862124,credit
ORROTBGS2MV5ON,2024-09-02,Company Payroll,job,1908.61,USD,netbanking,2677293144892,5181258632246,credit
X2GBK2CMCDHAUM,2024-10-01,Company Payroll,job,699.33,USD,netbanking,2677293144892,8279227958732,credit
PYTNE9XNOA109E,2024-11-07,Company Payroll,job,644.53,USD,netbanking,2677293144892,0985979163572,credit
T65TGRUC2VQRGR,2024-12-04,Company Payroll,job,2470.52,USD,netbanking,2677293144892,0303760002107,credit
ABX1X32QC55D8Z,2025-01-02,Company Payroll,job,1660.22,USD,netbanking,2677293144892,4262379267240,credit
SMNR6LNS6KS0JS,2025-02-03,Company Payroll,job,2917.51,USD,netbanking,2677293144892,8675494006844,credit
MPRZWG8HP9VZ2Z,2025-03-07,Company Payroll,job,1161.71,USD,netbanking,2677293144892,4561752723716,credit
DX753N9SPVZNND,2025-04-04,Company Payroll,job,1113.41,USD,netbanking,2677293144892,7555413018713,credit
N9LMTM4WAP9B8K,2025-05-04,Company Payroll,job,2569.73,USD,netbanking,2677293144892,5979313664012,credit
BQ0JXQBF34MC3M,2025-06-01,Company Payroll,job,1184.32,USD,netbanking,2677293144892,3824503018640,credit
X590HVEVT4Z1YM,2024-08-27,Walmart,groceries,90.15,USD,apple pay,2677293144892,7651794390807,debit
I2XXJ0M7NRURO1,2024-12-02,eBay,online_shopping,43.16,USD,card,2677293144892,3343692335335,debit
L7A9B6ZNA3C3F3,2025-03-05,Walmart,groceries,91.39,USD,paypal,2677293144892,6494679291847,debit
OMOQ2KKWBC0KDY,2025-03-05,Walmart,groceries,74.7,USD,paypal,2677293144892,8703932866057,debit
HZ0L0QC4QK44AM,2025-04-20,eBay,online_shopping,55.02,USD,paypal,2677293144892,0467141175705,debit
0K2JYXYEAC1G1P,2025-03-11,Lyft,travel,40.45,USD,apple pay,2677293144892,5752352550290,debit
P0W04R9RV9RHZD,2025-03-07,Costco,groceries,78.05,USD,apple pay,2677293144892,4964023129715,debit
MAENAJMCID8579,2024-10-18,Whole Foods,groceries,83.09,USD,cash,2677293144892,2860159662287,debit
CA0H8A388MGFQI,2024-11-23,AT&T,utilities,80.57,USD,netbanking,2677293144892,8091793262995,debit
8NX7AZ4PBQJDYW,2024-08-13,Walmart,groceries,57.28,USD,card,2677293144892,4962673470042,debit
F0HX00CSD1SAHL,2025-06-26,AT&T,utilities,20.39,USD,cash,2677293144892,3672672881722,debit
M50X937PTF5GZX,2024-11-30,Whole Foods,groceries,19.08,USD,cash,2677293144892,7365779145124,debit
7NOEXAFJAZSAGF,2025-04-21,Cashback,misc,67.19,USD,paypal,2677293144892,3247035424816,credit
6QTD6LM3ZQOC7Q,2025-02-16,Fidelity,stocks,454.63,USD,netbanking,2677293144892,4481657249222,credit
Q8OCF41DS1S04V,2025-03-17,Greyhound,travel,3.16,USD,paypal,2677293144892,3523818185544,debit
YXTHNCE2CWWS3J,2025-01-20,AT&T,utilities,97.69,USD,cash,2677293144892,1527718283655,debit
9ZKZLGB3XNQSB6,2025-03-30,AMC Theatres,others,63.55,USD,apple pay,2677293144892,6677229008338,debit
7CEMGLPBP6ODHF,2025-02-06,AT&T,utilities,92.53,USD,apple pay,2677293144892,9456759984285,debit
T5J6N3JD2Z92KJ,2025-06-08,Fidelity,stocks,793.91,USD,netbanking,2677293144892,2493786458151,credit
M5YAW4C5EC4DXP,2024-12-24,Walmart,groceries,43.8,USD,apple pay,2677293144892,0446325936626,debit
4BMSDRHJTRU7YN,2025-02-08,Comcast,utilities,8.44,USD,cash,2677293144892,6751419437230,debit
SB27CTNN9JS7OZ,2025-05-10,Part-time Work,job,156.49,USD,netbanking,2677293144892,5144727300577,credit
CLRVJQW4MNCJ8S,2025-06-07,Part-time Work,job,787.2,USD,netbanking,2677293144892,3401727178380,credit
IQENX8TBU9D2VD,2024-12-19,AT&T,utilities,62.1,USD,paypal,2677293144892,5715933801934,debit
KI1SCAKSTJG7WI,2025-05-23,Part-time Work,job,436.1,USD,netbanking,2677293144892,9534313006698,credit
6ADH91HA4EPJZ2,2025-03-14,Costco,groceries,64.74,USD,apple pay,2677293144892,2184447331717,debit
C75MMYI2KNG4EQ,2024-07-01,Freelance Payment,job,353.09,USD,netbanking,2677293144892,6287421006326,credit
XP9SQPITXLOYSQ,2025-04-25,Walmart,groceries,35.13,USD,paypal,2677293144892,8091397599220,debit
QS50JDZHZTLFQM,2024-10-13,Amazon,online_shopping,32.78,USD,netbanking,2677293144892,3467048242318,debit
MWJAF3LN7WA8XJ,2024-08-26,T. Rowe Price,funds,330.02,USD,netbanking,2677293144892,7151145363510,credit
I8NBVZT3BHPDIJ,2024-12-13,Amazon,online_shopping,46.42,USD,cash,2677293144892,8639269628589,debit
A7OEZZ08FAON1C,2025-05-06,Costco,groceries,96.51,USD,paypal,2677293144892,0330624142630,debit
MSO56GHXZS1XWZ,2024-12-29,Comcast,utilities,51.57,USD,cash,2677293144892,4222950436323,debit
3ICD68D5OSQ9ES,2024-07-20,Uber,travel,93.0,USD,card,2677293144892,7613573026825,debit
M45D9XCTE81F4I,2025-01-09,Refund,misc,10.96,USD,paypal,2677293144892,6187534845700,credit
ITGZEFT667DVK0,2024-07-21,Greyhound,travel,37.05,USD,cash,2677293144892,6101608836027,debit
JCZY95QYYKRMT3,2025-06-13,Whole Foods,groceries,3.22,USD,apple pay,2677293144892,0824533429719,debit
795D49NY6PUL2Y,2024-11-01,Cashback,misc,80.89,USD,netbanking,2677293144892,2566962058231,credit
GFK89V99QPV3IV,2025-02-06,Verizon,utilities,18.62,USD,apple pay,2677293144892,9090375311241,debit
IDWDBM11WAGBZK,2024-08-31,Costco,groceries,2.55,USD,apple pay,2677293144892,4356122645727,debit
XJEMT2GFGDMEQ8,2024-10-11,Comcast,utilities,82.01,USD,paypal,2677293144892,9832079135046,debit
VQS5NCVL78BOO4,2024-07-13,Etsy,online_shopping,2.51,USD,netbanking,2677293144892,9036472488775,debit
TNKDNXSJUXT4H9,2024-12-18,Verizon,utilities,5.07,USD,cash,2677293144892,2124588187203,debit
