transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
56B8S9BZ7EUYY0,2024-07-01,Company Payroll,job,977.56,USD,netbanking,5428252700711,3613359433026,credit
IRAUGEPEK5UXNP,2024-08-02,Company Payroll,job,2312.84,USD,netbanking,5428252700711,5886813820605,credit
LV46WOSH9IT1O6,2024-09-04,Company Payroll,job,1035.66,USD,netbanking,5428252700711,5780731572261,credit
T5X9KRSWCWML13,2024-10-02,Company Payroll,job,1758.91,USD,netbanking,5428252700711,8355573323312,credit
29QP86MFYCWC5D,2024-11-06,Company Payroll,job,2835.44,USD,netbanking,5428252700711,2814473362171,credit
25MCQIYCMMQSZA,2024-12-06,Company Payroll,job,1437.32,USD,netbanking,5428252700711,1585294907539,credit
IUW68PJHZF1Q2K,2025-01-05,Company Payroll,job,968.54,USD,netbanking,5428252700711,2473878111911,credit
DTTYCWY75V3DJR,2025-02-06,Company Payroll,job,2828.04,USD,netbanking,5428252700711,7385030899690,credit
KAL2EY56M6GP8A,2025-03-04,Company Payroll,job,2363.78,USD,netbanking,5428252700711,6640786018626,credit
AVYI8Q5LLFNUWH,2025-04-03,Company Payroll,job,2295.57,USD,netbanking,5428252700711,4197540550925,credit
929CESUNBIC1WE,2025-05-05,Company Payroll,job,972.32,USD,netbanking,5428252700711,3149241070339,credit
5VGFA38OAK5CS6,2025-06-05,Company Payroll,job,1704.45,USD,netbanking,5428252700711,1356826653272,credit
GRIEA1VEXMB2Q3,2025-06-18,Uber,travel,36.33,USD,cash,5428252700711,4020080328960,debit
1XGL18UK9BJMOU,2024-08-29,Verizon,utilities,84.1,USD,apple pay,5428252700711,7021327385549,debit
UQZX05D9EL7343,2025-04-28,Comcast,utilities,24.8,USD,cash,5428252700711,4544904740138,debit
Q5E42HWYQ8PPFS,2025-04-19,Freelance Payment,job,919.76,USD,netbanking,5428252700711,0876780304678,credit
DPP63ISZTLQ455,2025-01-10,eBay,online_shopping,19.46,USD,paypal,5428252700711,1461503270715,debit
8COWRSZGTD6RIG,2024-10-20,Part-time Work,job,184.3,USD,netbanking,5428252700711,8486202645541,credit
QK76HJJ9XTDQML,2025-05-03,Starbucks,others,43.46,USD,paypal,5428252700711,8357244417093,debit
REDV4CROXQ3GRU,2025-01-19,Greyhound,travel,45.52,USD,netbanking,5428252700711,5769759666141,debit
SYN2HH75LCPTPS,2024-11-29,Walmart,groceries,85.46,USD,cash,5428252700711,5846902649597,debit
73Z61PNVYJVNNN,2024-12-24,AT&T,utilities,58.97,USD,paypal,5428252700711,2933969369226,debit
DT2MH6924MOBPL,2024-10-19,AMC Theatres,others,50.74,USD,apple pay,5428252700711,6530697983418,debit
Z8PNAAA9KLUUVH,2024-07-30,Netflix,others,37.34,USD,cash,5428252700711,0181548160860,debit
2V98VFIQJX5FPJ,2025-06-15,Whole Foods,groceries,70.13,USD,paypal,5428252700711,3163950948189,debit
A4EW2EOT5II0HL,2024-08-29,Etsy,online_shopping,58.57,USD,card,5428252700711,8137324904466,debit
GLZWJ2PK1ULX97,2024-09-01,Costco,groceries,69.0,USD,apple pay,5428252700711,4597615739033,debit
4M5QX0R19GW7AW,2024-10-26,Costco,groceries,89.76,USD,cash,5428252700711,6029060181085,debit
WOEJPAYKSWYFGO,2024-09-20,Comcast,utilities,37.63,USD,netbanking,5428252700711,5001225856675,debit
DZ1GXAVFJNOZY9,2025-06-04,Comcast,utilities,61.79,USD,paypal,5428252700711,7581463324402,debit
L9WEWL6Z83KPLU,2025-04-13,Costco,groceries,52.28,USD,apple pay,5428252700711,1219199123557,debit
VSW89PD6W3WE6J,2025-02-24,Costco,groceries,53.58,USD,card,5428252700711,0269739442213,debit
AQSVRXT34XYN5T,2024-08-24,Walmart,groceries,21.56,USD,card,5428252700711,4056659112466,debit
0ZVXDMJ98JBIGH,2024-11-27,eBay,online_shopping,38.58,USD,card,5428252700711,3173109724051,debit
HC1P7D4LCTQFG2,2024-10-31,Verizon,utilities,75.85,USD,cash,5428252700711,3885743507084,debit
CICHS4GVND4CN9,2024-09-01,Whole Foods,groceries,27.19,USD,paypal,5428252700711,9611081081539,debit
OASK6DQO52L7ZF,2024-12-24,Robinhood,stocks,887.05,USD,netbanking,5428252700711,4356633316177,credit
AGKZAY7L4EAS9I,2025-04-03,Charles Schwab,stocks,637.85,USD,netbanking,5428252700711,4643891801179,credit
W99V9J5XYGZ0GZ,2024-07-02,Costco,groceries,95.84,USD,cash,5428252700711,8475299523358,debit
0E9UQAX4ROBWGD,2025-06-02,Freelance Payment,job,404.46,USD,netbanking,5428252700711,6169107836725,credit
HTFPIJ77P35JBA,2025-05-03,Fidelity,stocks,818.81,USD,netbanking,5428252700711,3713042584569,credit
VL3WFM3JKV50PD,2024-07-25,Vanguard,funds,460.8,USD,netbanking,5428252700711,5494495480116,credit
AS3TZ10URPKSJ7,2024-07-19,Uber,travel,74.57,USD,paypal,5428252700711,0624278398587,debit
YNFIVM5SCT9NPQ,2025-05-18,Amazon,online_shopping,48.32,USD,cash,5428252700711,7136412671059,debit
9EW36EA3VWVI8V,2025-06-13,Amazon,online_shopping,89.95,USD,netbanking,5428252700711,7944340222760,debit
ONMGJWUKJONYL4,2025-04-13,Verizon,utilities,51.78,USD,netbanking,5428252700711,6923742538615,debit
