transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
FUKLYMQ9LSWKJV,2024-07-04,Company Payroll,job,2541.67,USD,netbanking,6492362393903,4221117181964,credit
II4CIUVLOD2CUR,2024-08-05,Company Payroll,job,2127.97,USD,netbanking,6492362393903,1912522318557,credit
P3HSZE8N079NFO,2024-09-07,Company Payroll,job,2101.31,USD,netbanking,6492362393903,7238667786244,credit
TVC3SWFNGBAXGK,2024-10-06,Company Payroll,job,1976.12,USD,netbanking,6492362393903,2133523237916,credit
6V4CSSJWRPSLU0,2024-11-04,Company Payroll,job,581.02,USD,netbanking,6492362393903,7877006920017,credit
YHSS9GSVX1NWDF,2024-12-05,Company Payroll,job,1544.2,USD,netbanking,6492362393903,6303348487440,credit
2SJ1ECE5CXS95U,2025-01-03,Company Payroll,job,873.74,USD,netbanking,6492362393903,0387291877580,credit
7COCYPMK9OHYXQ,2025-02-07,Company Payroll,job,2263.28,USD,netbanking,6492362393903,0980307125138,credit
CXD8CA48HXBXE0,2025-03-03,Company Payroll,job,1685.14,USD,netbanking,6492362393903,4979431323925,credit
2NY0INLXAI6LW2,2025-04-05,Company Payroll,job,2565.26,USD,netbanking,6492362393903,5930925521915,credit
381C1OT3151N7U,2025-05-02,Company Payroll,job,2844.12,USD,netbanking,6492362393903,1981406336673,credit
M8L5FWK7XOSLJV,2025-06-06,Company Payroll,job,2303.35,USD,netbanking,6492362393903,4483889022860,credit
68G5ZSLFI8WUWZ,2024-10-23,Charles Schwab,stocks,1025.01,USD,netbanking,6492362393903,8605048201299,credit
FBD0EBLJEWMLQC,2025-05-15,eBay,online_shopping,23.15,USD,card,6492362393903,1332864150594,debit
AXOPDOCZ7UOOMV,2024-12-05,Verizon,utilities,1.8,USD,cash,6492362393903,5052844596529,debit
J53WD69VK6544O,2024-07-23,Comcast,utilities,14.44,USD,cash,6492362393903,8813163752071,debit
KUTFNJV3AX8LID,2024-12-16,Comcast,utilities,34.81,USD,card,6492362393903,5370506872676,debit
ZJ616G5F7DI4C3,2025-03-03,Verizon,utilities,85.4,USD,paypal,6492362393903,8901367874018,debit
