transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
0WOYDJNGU7YYXW,2024-07-03,Company Payroll,job,2893.7,USD,netbanking,9955354433248,2601928669147,credit
71GZ9WK0CV7AVA,2024-08-07,Company Payroll,job,922.48,USD,netbanking,9955354433248,8588147610001,credit
NMU8EZF2N6352T,2024-09-01,Company Payroll,job,1874.03,USD,netbanking,9955354433248,1823503366699,credit
XGVW120W7ZS98V,2024-10-05,Company Payroll,job,1718.52,USD,netbanking,9955354433248,4942676900463,credit
FJUUDP3DXRVH4D,2024-11-06,Company Payroll,job,625.44,USD,netbanking,9955354433248,6525720305583,credit
0EF7FZ99A7A07V,2024-12-02,Company Payroll,job,2507.38,USD,netbanking,9955354433248,3232231982789,credit
RIUKR5K5JBXO01,2025-01-01,Company Payroll,job,2625.41,USD,netbanking,9955354433248,2433801648904,credit
5FNP34YSD80HLF,2025-02-06,Company Payroll,job,2310.95,USD,netbanking,9955354433248,4940881880197,credit
KSHFDU0MWUTXCE,2025-03-06,Company Payroll,job,2657.4,USD,netbanking,9955354433248,2244453053998,credit
MV4VCFDMN58Q69,2025-04-03,Company Payroll,job,2416.46,USD,netbanking,9955354433248,6001875914545,credit
SUBVR4WD9ESSRX,2025-05-06,Company Payroll,job,2178.44,USD,netbanking,9955354433248,8417326441566,credit
CIHOJH05QPIHUF,2025-06-07,Company Payroll,job,1432.58,USD,netbanking,9955354433248,6532376582191,credit
93PCAXFIKHH7PY,2024-09-14,Greyhound,travel,49.31,USD,netbanking,9955354433248,6204992121805,debit
JG3W4E96C53MNX,2024-08-15,Fidelity,stocks,331.6,USD,netbanking,9955354433248,0891316555909,credit
7UVYIYDOC27VKU,2024-11-09,Vanguard,funds,1089.34,USD,netbanking,9955354433248,8708305002275,credit
FRBQOUV1NG96I2,2024-09-15,AT&T,utilities,63.76,USD,paypal,9955354433248,4810782616060,debit
F4UFP46C69Z1F5,2024-09-01,Comcast,utilities,40.39,USD,apple pay,9955354433248,3810515228383,debit
7BII0BQEVP467G,2025-04-22,eBay,online_shopping,27.39,USD,card,9955354433248,5003049461877,debit
EYW9C7W1AMNT38,2025-06-27,Gift,misc,37.88,USD,netbanking,9955354433248,7611293153935,credit
UJ5W9M9MPB57ZS,2024-08-04,Netflix,others,24.31,USD,card,9955354433248,6057901431140,debit
8SPROHF6KT3DXL,2025-05-16,Amazon,online_shopping,21.23,USD,card,9955354433248,3852187885838,debit
ZX4RX9DK0QX82G,2025-02-09,Whole Foods,groceries,24.79,USD,apple pay,9955354433248,2876508509960,debit
FGYQCR1YRRQ85H,2025-05-14,T. Rowe Price,funds,1159.89,USD,netbanking,9955354433248,6993997598030,credit
T093BC7NAK9GYL,2024-09-30,Verizon,utilities,98.66,USD,apple pay,9955354433248,3031917080845,debit
J9FOB5DM1RDUS2,2024-09-07,eBay,online_shopping,58.74,USD,netbanking,9955354433248,2122634716298,debit
2TZACZBDHDFN6D,2025-03-24,Amazon,online_shopping,20.86,USD,card,9955354433248,1157065362924,debit
YQ2JDY9NP24XF1,2024-10-21,Greyhound,travel,61.03,USD,cash,9955354433248,8993613126724,debit
U5S122IB29IJ4O,2025-06-20,Uber,travel,23.09,USD,apple pay,9955354433248,9203148710201,debit
84HVVQ1HU2N22M,2025-06-04,Refund,misc,18.82,USD,card,9955354433248,5852292282712,credit
3QXNMPHNF1JCYT,2024-10-28,Cashback,misc,29.79,USD,card,9955354433248,1981765267325,credit
4X6DJ24RXRBPTD,2024-09-20,BlackRock,funds,570.95,USD,netbanking,9955354433248,8578850084480,credit
0LJWL2EMF12J35,2024-12-18,Cashback,misc,57.03,USD,netbanking,9955354433248,3173751189915,credit
2FBOI93WHHIYOJ,2025-06-13,Whole Foods,groceries,20.4,USD,apple pay,9955354433248,3334387976943,debit
L3ED52WRRMU12E,2025-04-05,Verizon,utilities,11.28,USD,netbanking,9955354433248,2654071920702,debit
QPTQ6E8MEBBH3N,2025-06-16,AMC Theatres,others,47.86,USD,apple pay,9955354433248,4336477870260,debit
4X10NNZDB8AOQO,2024-11-08,AT&T,utilities,36.67,USD,paypal,9955354433248,9428469512088,debit
02TDGHZTOVOBAT,2024-09-22,Walmart,groceries,58.59,USD,apple pay,9955354433248,1271004782971,debit
CEEE5QZKAXFCLJ,2025-03-25,Amazon,online_shopping,28.52,USD,cash,9955354433248,4771122029330,debit
430DRQRWV544QM,2025-01-23,Whole Foods,groceries,87.71,USD,paypal,9955354433248,5777213922985,debit
TTXEUDF0Y9HXHL,2025-02-16,Freelance Payment,job,340.18,USD,netbanking,9955354433248,1943663292692,credit
KIFOOKBDHJNVAY,2025-06-11,Refund,misc,91.13,USD,cash,9955354433248,8520790819124,credit
WCYHQH8OGOIH26,2025-03-26,BlackRock,funds,853.02,USD,netbanking,9955354433248,3559062878408,credit
XDIKOT95D7MEE4,2025-01-18,AMC Theatres,others,60.09,USD,cash,9955354433248,8123665873627,debit
07QWLX88BQLFVF,2024-08-11,Lyft,travel,76.62,USD,netbanking,9955354433248,1338382521027,debit
UQ12R59SIBUJC2,2025-02-10,Whole Foods,groceries,27.07,USD,netbanking,9955354433248,3798984041455,debit
