transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
9NIFF2RYSRWUYF,2024-07-03,Company Payroll,job,1895.87,USD,netbanking,5553014498758,7970984708208,credit
TT4NOS5N1XJHKU,2024-08-01,Company Payroll,job,582.07,USD,netbanking,5553014498758,8818103331077,credit
3OPPN2CP8Y7DRQ,2024-09-02,Company Payroll,job,1664.81,USD,netbanking,5553014498758,4940126576522,credit
8XVBRTATMX0F1V,2024-10-04,Company Payroll,job,522.9,USD,netbanking,5553014498758,9030105358254,credit
RMOH1ZZ23KO9UL,2024-11-01,Company Payroll,job,1841.69,USD,netbanking,5553014498758,5400230252314,credit
N72YHFHATCPM80,2024-12-03,Company Payroll,job,1648.95,USD,netbanking,5553014498758,8039450980571,credit
6ZADP9FBSHYZN8,2025-01-01,Company Payroll,job,639.18,USD,netbanking,5553014498758,5940476061135,credit
4DEDQM0POF8HX2,2025-02-07,Company Payroll,job,2520.27,USD,netbanking,5553014498758,8816758171996,credit
Y6ISW6QFHUQKR8,2025-03-05,Company Payroll,job,2321.31,USD,netbanking,5553014498758,6365064083936,credit
8EMAAAY3QONBPV,2025-04-03,Company Payroll,job,1703.44,USD,netbanking,5553014498758,0157859042269,credit
J3O29IUP0V60B6,2025-05-05,Company Payroll,job,2185.05,USD,netbanking,5553014498758,5374762662877,credit
YSWJAFQ1NOOAKY,2025-06-02,Company Payroll,job,851.37,USD,netbanking,5553014498758,4656453794224,credit
5J6S9DAEXMTXM9,2024-12-21,Starbucks,others,99.7,USD,cash,5553014498758,3765504311141,debit
PIXIZJ7OGIDUFD,2024-11-30,BlackRock,funds,1051.62,USD,netbanking,5553014498758,2298597833993,credit
U02VYQDICTUMA8,2025-05-12,Starbucks,others,59.01,USD,card,5553014498758,5524503814947,debit
L4QKBQDIPEQIDS,2024-12-22,Lyft,travel,80.43,USD,card,5553014498758,8758402838645,debit
O8GK9X3AIW2UZ0,2024-10-30,Starbucks,others,80.44,USD,netbanking,5553014498758,2187191425592,debit
MTM2RGB92AELDI,2024-07-17,Starbucks,others,91.29,USD,netbanking,5553014498758,9085303548329,debit
UZRDSL5TKL00OM,2024-10-15,Comcast,utilities,21.58,USD,card,5553014498758,4020900560960,debit
IM7VZBVT4XZBTS,2025-01-16,Costco,groceries,2.94,USD,cash,5553014498758,4324627103229,debit
AU2N5L10A9MKOU,2025-02-21,T. Rowe Price,funds,700.65,USD,netbanking,5553014498758,6383883972890,credit
SG1MOCMBKVQ4JM,2025-05-29,Netflix,others,63.06,USD,netbanking,5553014498758,5490090464694,debit
HZO1M4C5NA2IZP,2024-10-03,Whole Foods,groceries,20.27,USD,apple pay,5553014498758,0190563015072,debit
HCT48HM2J8SY3Q,2024-07-24,Part-time Work,job,267.41,USD,netbanking,5553014498758,2595718096727,credit
W1Z8KIFO6GAQVE,2025-01-29,Walmart,groceries,37.6,USD,paypal,5553014498758,9919604863762,debit
9RB48NMAICJH9U,2024-12-27,Costco,groceries,76.33,USD,apple pay,5553014498758,3171049779135,debit
W33WT4M8ZARB2A,2024-09-24,Lyft,travel,36.94,USD,card,5553014498758,3398110004493,debit
9CEXZ5QWA36C9N,2024-07-31,Starbucks,others,83.2,USD,paypal,5553014498758,5411713252408,debit
N4YBEFAZODRCYL,2025-06-15,Amazon,online_shopping,65.88,USD,cash,5553014498758,3160855950853,debit
DKKPSNVRKWRQKM,2025-03-01,Whole Foods,groceries,50.83,USD,cash,5553014498758,1305553017698,debit
JYBIYL6KXAXI3P,2025-06-25,Refund,misc,77.44,USD,paypal,5553014498758,0270894329763,credit
NA2FC5X2ZB2LIM,2025-02-16,Starbucks,others,61.63,USD,apple pay,5553014498758,5536645435215,debit
RF7OLCQQT96TZS,2025-01-13,T. Rowe Price,funds,1109.95,USD,netbanking,5553014498758,3500461001389,credit
DXTKRW3QEYB6Y8,2024-10-22,BlackRock,funds,755.04,USD,netbanking,5553014498758,5464062403338,credit
V6ME9BX9FR6AHP,2025-01-11,BlackRock,funds,1160.81,USD,netbanking,5553014498758,9860403422149,credit
PCC9J20NCMMG6W,2025-04-29,Fidelity,stocks,1137.58,USD,netbanking,5553014498758,8581241110177,credit
UYAUY2XH3GWK0U,2024-09-12,Walmart,groceries,2.66,USD,card,5553014498758,2922858910611,debit
ZT3I0EX791TNFK,2024-07-24,Etsy,online_shopping,18.79,USD,card,5553014498758,0721583576832,debit
RG3A5NQA1WGK20,2024-08-16,Netflix,others,49.8,USD,paypal,5553014498758,1853012283629,debit
8FPWFAUX4VRFJA,2025-06-28,Costco,groceries,49.11,USD,netbanking,5553014498758,7573123380883,debit
NA05TYVBWEZPTC,2024-10-30,Costco,groceries,97.09,USD,netbanking,5553014498758,9938793529592,debit
5FB80Q8WBAG0TF,2025-06-10,Costco,groceries,11.67,USD,cash,5553014498758,1195510582083,debit
H3716MJ77AINU5,2024-11-18,Whole Foods,groceries,99.73,USD,card,5553014498758,6210814897956,debit
FUXWQH8E13CGYW,2024-11-16,Comcast,utilities,14.65,USD,card,5553014498758,3998438649137,debit
CHJHZQM8TOYA1P,2025-03-28,Whole Foods,groceries,41.55,USD,paypal,5553014498758,1468270249147,debit
6YILJTRBI2V5B7,2025-05-24,Fidelity,stocks,1060.49,USD,netbanking,5553014498758,0815238611355,credit
7HXB4HGCWKAYAW,2025-01-30,eBay,online_shopping,70.58,USD,cash,5553014498758,2034421897791,debit
AL5N2FDQKHC2AB,2025-04-02,Walmart,groceries,69.17,USD,cash,5553014498758,0489268721001,debit
0RX1DUSUI18DR6,2025-03-04,Costco,groceries,23.72,USD,netbanking,5553014498758,3286747014261,debit
4HZAYY5Q9I6294,2025-05-19,eBay,online_shopping,35.14,USD,paypal,5553014498758,9624362112278,debit
GZNH7FEQZ5XZW4,2024-07-16,Vanguard,funds,460.64,USD,netbanking,5553014498758,8787385749393,credit
JXY822TEQG6RAG,2025-04-04,Comcast,utilities,37.86,USD,paypal,5553014498758,5104575928997,debit
TWL12AI4LP0JAI,2025-02-18,Costco,groceries,9.91,USD,apple pay,5553014498758,1718198158852,debit
4G407WV8W1QALP,2024-12-31,eBay,online_shopping,85.61,USD,netbanking,5553014498758,1276645899821,debit
CDV7UDYOZIFXQI,2024-09-20,Part-time Work,job,534.98,USD,netbanking,5553014498758,9735206126239,credit
R4M0ZMBOKFSL08,2024-09-30,Greyhound,travel,95.55,USD,cash,5553014498758,0095390571414,debit
