transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
2NEHIKMPETKV8E,2024-07-05,Company Payroll,job,2717.11,USD,netbanking,3635635279133,3431399601639,credit
69YZTESJU9M650,2024-08-07,Company Payroll,job,883.55,USD,netbanking,3635635279133,6957245628297,credit
CLVE803784S32L,2024-09-07,Company Payroll,job,655.46,USD,netbanking,3635635279133,6073043029566,credit
ACYHLSK1NTQQ3S,2024-10-03,Company Payroll,job,1131.42,USD,netbanking,3635635279133,4515618600299,credit
E5GB13828HTY8B,2024-11-03,Company Payroll,job,1507.46,USD,netbanking,3635635279133,7114767598309,credit
DH068ZVB36U2Z4,2024-12-02,Company Payroll,job,2957.37,USD,netbanking,3635635279133,3715752137458,credit
N1XM3CMGWZF16I,2025-01-04,Company Payroll,job,653.57,USD,netbanking,3635635279133,1353370790295,credit
H2O3DRNWORB5FK,2025-02-06,Company Payroll,job,1178.79,USD,netbanking,3635635279133,9626861270984,credit
CGQOVVCPK9FDEY,2025-03-03,Company Payroll,job,2894.85,USD,netbanking,3635635279133,2212810043475,credit
F81R7HD4S4BU4V,2025-04-07,Company Payroll,job,2576.55,USD,netbanking,3635635279133,3627997409724,credit
H75R1BGCM0EC29,2025-05-03,Company Payroll,job,522.43,USD,netbanking,3635635279133,1129137222586,credit
UE7FP1EIQ5P0E7,2025-06-01,Company Payroll,job,2044.89,USD,netbanking,3635635279133,2426234522106,credit
14YHVC2ECHSQNI,2025-04-15,Walmart,groceries,59.18,USD,paypal,3635635279133,1830784479414,debit
1NENLNU98YYZ6E,2025-06-08,Whole Foods,groceries,55.11,USD,apple pay,3635635279133,8140933118640,debit
00NCCEHI6R41II,2024-11-20,Netflix,others,47.61,USD,cash,3635635279133,6485293015800,debit
VWVI3EO244LRFQ,2025-06-24,Netflix,others,48.17,USD,card,3635635279133,1543465360695,debit
9Y5OS8ZUJY261X,2025-05-28,Etsy,online_shopping,30.94,USD,netbanking,3635635279133,3433241962430,debit
3WKRJ5GKFMPPEX,2025-05-28,Lyft,travel,38.32,USD,apple pay,3635635279133,1593809529880,debit
3FDLRMEC5T6RRM,2025-03-22,AT&T,utilities,31.02,USD,card,3635635279133,0859119955443,debit
1HFPFVX9NH93JM,2024-11-01,Netflix,others,63.57,USD,cash,3635635279133,2032796616921,debit
8ZV8GXUK2ATMHY,2024-09-01,eBay,online_shopping,52.25,USD,netbanking,3635635279133,8077504857741,debit
G66GX1WDNEADMT,2024-12-13,eBay,online_shopping,21.91,USD,card,3635635279133,9248051925084,debit
28T1S4O3H0LRP3,2024-12-28,eBay,online_shopping,64.63,USD,paypal,3635635279133,2159139309658,debit
3TN8BVMF7DHAUO,2025-05-28,Uber,travel,58.39,USD,apple pay,3635635279133,4492062851898,debit
RBZVJ8WEUUHAB8,2025-02-26,AT&T,utilities,53.24,USD,netbanking,3635635279133,7402746597907,debit
389OKI0B1WNKOS,2024-12-04,Robinhood,stocks,874.73,USD,netbanking,3635635279133,1782067694507,credit
O2G5TE8JXRTSO7,2024-08-01,Lyft,travel,73.82,USD,apple pay,3635635279133,5005797434049,debit
YQE8T2YNMHDFZ1,2024-10-08,eBay,online_shopping,4.52,USD,paypal,3635635279133,7002317592272,debit
H5D5JB8YRTPULW,2024-11-30,eBay,online_shopping,59.38,USD,apple pay,3635635279133,0430320468557,debit
3Z1J2WWEE7QN2T,2025-02-07,Amazon,online_shopping,6.54,USD,apple pay,3635635279133,6325807038043,debit
3MR69ZSKQWYY2A,2024-07-05,Comcast,utilities,53.52,USD,netbanking,3635635279133,8239186405842,debit
LHLE1BBLEEO7VM,2024-09-21,AT&T,utilities,81.41,USD,paypal,3635635279133,9031712172993,debit
1BYB8X7TSIQWRR,2025-01-29,Comcast,utilities,2.92,USD,netbanking,3635635279133,7645076995746,debit
FKUL7ALTIWQZ0Q,2024-11-06,Amazon,online_shopping,91.43,USD,apple pay,3635635279133,6659768154827,debit
9JN2TIX34AW9N8,2024-08-09,Netflix,others,41.5,USD,netbanking,3635635279133,9105750683691,debit
ZSC4TIVEFLNALO,2025-02-24,Whole Foods,groceries,10.57,USD,paypal,3635635279133,8558580383617,debit
M6F0NBNOB0ZOLL,2025-02-25,Verizon,utilities,36.08,USD,paypal,3635635279133,4593799639295,debit
ASKL5KJLB4XDO4,2024-09-04,Freelance Payment,job,416.8,USD,netbanking,3635635279133,5000537341867,credit
WDW7C5N2QQ0C6Z,2025-02-22,Netflix,others,36.51,USD,cash,3635635279133,5263371686208,debit
UCQ9M8OI2F8XJT,2024-08-03,Robinhood,stocks,695.15,USD,netbanking,3635635279133,4762536825413,credit
C7AM6NLZ0UQF6X,2024-09-18,Gift,misc,29.97,USD,apple pay,3635635279133,0396729671097,credit
PHJT6D897P6IRO,2024-08-28,Verizon,utilities,53.09,USD,netbanking,3635635279133,8604089739465,debit
S2A17BBEU6C0J3,2024-12-28,eBay,online_shopping,54.29,USD,netbanking,3635635279133,8009189533938,debit
BPY80E9OAX1LM8,2025-02-19,eBay,online_shopping,57.58,USD,netbanking,3635635279133,0727622128630,debit
JGINV3OR740O6X,2024-07-13,Starbucks,others,79.85,USD,apple pay,3635635279133,3060182022091,debit
924X13LD1YAQL3,2025-05-02,Part-time Work,job,516.32,USD,netbanking,3635635279133,4065106957438,credit
NCVI7HRQBBD6BZ,2024-08-24,Uber,travel,41.69,USD,cash,3635635279133,5020124591208,debit
HDB0H6PKUSMA2R,2025-04-21,Walmart,groceries,11.73,USD,card,3635635279133,4818367943623,debit
