transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
XEA1UQFM8XQ736,2024-07-04,Company Payroll,job,20785.88,INR,netbanking,5040614351036,9052962835123,credit
5KN9NBCH2WAMYV,2024-08-02,Company Payroll,job,24616.63,INR,netbanking,5040614351036,9446869264763,credit
5XA641M32W8ER0,2024-09-07,Company Payroll,job,58181.45,INR,netbanking,5040614351036,3413270781677,credit
8T32VE25XMCX6S,2024-10-06,Company Payroll,job,29026.31,INR,netbanking,5040614351036,6354868742274,credit
MCBZQYEVZSCY6S,2024-11-02,Company Payroll,job,74046.79,INR,netbanking,5040614351036,0591579505143,credit
WXBDF5XHCPZRZN,2024-12-07,Company Payroll,job,41006.84,INR,netbanking,5040614351036,0858090629239,credit
FQEKG3ZCTUCFS4,2025-01-03,Company Payroll,job,64204.52,INR,netbanking,5040614351036,3779522574552,credit
7CATZ48RJBIDQ9,2025-02-05,Company Payroll,job,60399.39,INR,netbanking,5040614351036,8549300459708,credit
ZFI2O42C76HNN6,2025-03-06,Company Payroll,job,34612.81,INR,netbanking,5040614351036,0238295075895,credit
DPYYUA5AECUMHV,2025-04-02,Company Payroll,job,80467.99,INR,netbanking,5040614351036,9855857304842,credit
35IUBI99928L38,2025-05-04,Company Payroll,job,88720.15,INR,netbanking,5040614351036,8664464880165,credit
4NTSWC1R6NVWW8,2025-06-04,Company Payroll,job,45535.27,INR,netbanking,5040614351036,8518604516325,credit
EXX1RNO43X032Z,2024-11-16,HDFC Mutual,funds,6798.27,INR,netbanking,5040614351036,0389152079536,credit
ZOEFG5R998FNHP,2024-07-24,Mobile Recharge,utilities,3585.19,INR,cash,5040614351036,8313471647892,debit
6RA2VN0KZF3AVA,2024-08-14,Flipkart,online_shopping,3900.92,INR,cash,5040614351036,1106647069357,debit
RN7P8FO87D7E3A,2024-09-02,Spencers,groceries,2953.14,INR,netbanking,5040614351036,6791651547245,debit
5Z303B1I8HPM7F,2024-09-06,Reliance Fresh,groceries,480.36,INR,card,5040614351036,9824083915247,debit
MS3IKTZPWQYHRO,2025-02-22,Spencers,groceries,586.97,INR,card,5040614351036,3408675888899,debit
ZYMBXZ5LFJT548,2024-08-19,Myntra,online_shopping,437.06,INR,UPI,5040614351036,7397620702493,debit
BVNFM3J9T9V5IF,2025-03-19,IRCTC,travel,4689.6,INR,card,5040614351036,1062361199182,debit
YZYC8BCPQ7RSO0,2025-01-16,Reliance Fresh,groceries,3794.44,INR,cash,5040614351036,7614273122490,debit
IESSWMH9Y0CXV5,2024-10-24,Barista,others,1852.67,INR,card,5040614351036,7300191714818,debit
OIWOYUZ03V9LC9,2024-07-11,Ola,travel,2209.79,INR,card,5040614351036,8123814175831,debit
ECEH2H4F47NXD1,2025-01-04,Amazon India,online_shopping,1919.07,INR,UPI,5040614351036,1867534865383,debit
95S36AYZNPU2SR,2025-01-19,Reliance Fresh,groceries,3986.03,INR,card,5040614351036,1729071244206,debit
Q8BAATRCT436FS,2025-06-23,Petrol Bunk,utilities,4399.11,INR,cash,5040614351036,4328118863205,debit
SUXKU49A9TE4P4,2025-05-24,Upstox,stocks,10317.36,INR,netbanking,5040614351036,1994800370246,credit
CRR2BTU5XNLJ7M,2025-06-01,Ola,travel,2395.79,INR,card,5040614351036,0057419940013,debit
8IQYZEDA5RDW3X,2024-10-31,Flipkart,online_shopping,3544.21,INR,UPI,5040614351036,2641091667335,debit
F39QZIJWRRSYX6,2025-06-06,D-Mart,groceries,3362.51,INR,cash,5040614351036,7740539120485,debit
61HDIYY1R3TF8G,2024-11-01,Myntra,online_shopping,1810.74,INR,cash,5040614351036,2564359205890,debit
K71S4O9P26DMFO,2025-06-07,Nippon AMC,funds,10560.24,INR,netbanking,5040614351036,3751034966788,credit
2SNG6ZUDX13OYE,2025-04-14,Spencers,groceries,222.66,INR,netbanking,5040614351036,8370710468811,debit
O2RHBTRCLZV9NG,2025-06-28,Reliance Fresh,groceries,2838.62,INR,cash,5040614351036,6860291336527,debit
ZAMCK23UZN7V71,2024-08-24,Ola,travel,4110.45,INR,UPI,5040614351036,0202231097440,debit
JUAD4MBDMLC1OP,2025-01-21,Flipkart,online_shopping,3375.56,INR,netbanking,5040614351036,5831306514751,debit
G6EKODBQJ6VHWY,2024-12-30,Myntra,online_shopping,216.52,INR,card,5040614351036,8163061909118,debit
HEAB6RHNDIR89B,2024-10-05,Upstox,stocks,8531.43,INR,netbanking,5040614351036,2513985297789,credit
