transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
9E8PSOPCGIKIW3,2024-07-02,Company Payroll,job,53356.56,INR,netbanking,6301462696703,1991883301284,credit
CKOWE4LVNBJEWN,2024-08-06,Company Payroll,job,50605.99,INR,netbanking,6301462696703,2666919868433,credit
NVRSQF3UQP201Q,2024-09-05,Company Payroll,job,88493.86,INR,netbanking,6301462696703,7162591510523,credit
DZLEG2JDQNRGRS,2024-10-01,Company Payroll,job,52252.39,INR,netbanking,6301462696703,1686151139668,credit
3V1RZM1JCPFJD9,2024-11-06,Company Payroll,job,29454.14,INR,netbanking,6301462696703,8118739397151,credit
KT139U1I2KJLKX,2024-12-07,Company Payroll,job,77616.9,INR,netbanking,6301462696703,7634779618231,credit
WJO13N70OWEUAY,2025-01-05,Company Payroll,job,49959.38,INR,netbanking,6301462696703,8769008749389,credit
TWK8R63HS15O88,2025-02-02,Company Payroll,job,52965.69,INR,netbanking,6301462696703,5074229180670,credit
JJ5FBF1OCE35CM,2025-03-05,Company Payroll,job,35731.58,INR,netbanking,6301462696703,4505116660901,credit
977ZBDXZRT4DPX,2025-04-01,Company Payroll,job,22511.58,INR,netbanking,6301462696703,5512344472889,credit
TZYCGZ0ZTK37U0,2025-05-05,Company Payroll,job,38911.93,INR,netbanking,6301462696703,8214996810207,credit
B46DK0T7NI8VVM,2025-06-04,Company Payroll,job,60134.72,INR,netbanking,6301462696703,0992471953982,credit
YNUNA789WPIPY9,2025-01-26,Mobile Recharge,utilities,662.5,INR,UPI,6301462696703,2876067709888,debit
11AMXC8ITNTAUC,2024-12-17,Uber,travel,4895.83,INR,card,6301462696703,3674105978383,debit
H6J2QIAGQQQRHD,2025-05-28,Electricity Bill,utilities,3388.9,INR,netbanking,6301462696703,3403733157010,debit
GISV1QIBEN7RW1,2025-05-21,Reliance Fresh,groceries,2589.43,INR,netbanking,6301462696703,1204476653781,debit
T4LVY8YAH0D987,2025-04-19,Refund,misc,2804.8,INR,UPI,6301462696703,3095877542092,credit
PCZNMVSVQPYGYS,2024-08-30,Mobile Recharge,utilities,4907.21,INR,UPI,6301462696703,7343007781287,debit
T9IIXT28YLO2HO,2024-12-14,Amazon India,online_shopping,4389.28,INR,UPI,6301462696703,8237781201057,debit
6C2RKJIZ3LYWR0,2024-10-21,Internship Stipend,job,23794.02,INR,netbanking,6301462696703,8674514212187,credit
V4E1DKH3AZDIN3,2025-01-03,Internship Stipend,job,27577.28,INR,netbanking,6301462696703,4883652108783,credit
A8WCQFP69QGSQP,2025-05-23,Electricity Bill,utilities,3452.45,INR,card,6301462696703,7803057436353,debit
MR3PLXIBHCJGNB,2025-04-28,INOX,others,1812.99,INR,card,6301462696703,9453532914854,debit
DPBY1XJLV152GN,2025-06-03,Swiggy,others,2057.56,INR,card,6301462696703,8057043800643,debit
T8TFRX53AIW7G4,2025-02-25,Amazon India,online_shopping,3307.46,INR,netbanking,6301462696703,7367997091017,debit
H6U5L9T8ZPMD4H,2025-05-19,Reliance Fresh,groceries,2539.87,INR,cash,6301462696703,3776820504345,debit
PMO85PDD4LMNKT,2025-01-17,Myntra,online_shopping,4166.77,INR,card,6301462696703,2137106212723,debit
Z2NH601KY7F9H7,2025-04-29,Nippon AMC,funds,3566.23,INR,netbanking,6301462696703,3656276950950,credit
A68QVMRVV6C5HL,2025-06-21,Spencers,groceries,2532.52,INR,netbanking,6301462696703,5451058323458,debit
H1ZDUTU2BYVAY4,2025-06-24,Uber,travel,4407.47,INR,cash,6301462696703,0451707923874,debit
67IUQWN2Y6A29F,2025-05-09,Petrol Bunk,utilities,1739.74,INR,UPI,6301462696703,4240019620453,debit
WIJBPG0OOMHWIP,2024-12-31,Ola,travel,2944.22,INR,netbanking,6301462696703,1204806221372,debit
8UCX92APT97OX8,2024-11-08,IRCTC,travel,3429.69,INR,netbanking,6301462696703,7715042288682,debit
HNUS1D3IY2TE0Z,2024-11-05,INOX,others,1820.23,INR,netbanking,6301462696703,5544742899497,debit
4PJ3YIGE0CK79X,2024-07-17,Water Bill,utilities,4505.19,INR,netbanking,6301462696703,8008991059518,debit
NOEAU2LR9MURJ7,2025-04-24,Mobile Recharge,utilities,2036.43,INR,card,6301462696703,9794672580874,debit
