transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
D48PYDF9MU0JI6,2024-07-06,Company Payroll,job,54503.12,INR,netbanking,6249501219399,9468876562261,credit
YBN7R0GAUQ5YME,2024-08-06,Company Payroll,job,32159.3,INR,netbanking,6249501219399,8327184466934,credit
JPVY06NJ0G51IG,2024-09-01,Company Payroll,job,57803.5,INR,netbanking,6249501219399,2046592738852,credit
5PMQYFQP5KT2MF,2024-10-03,Company Payroll,job,32136.68,INR,netbanking,6249501219399,1944069422886,credit
ZELMH5VTTWHJQ9,2024-11-03,Company Payroll,job,89962.1,INR,netbanking,6249501219399,7069986384160,credit
JQYSIOEI15WI5Z,2024-12-05,Company Payroll,job,61388.98,INR,netbanking,6249501219399,3182266701614,credit
23I5NDJ8TAG88B,2025-01-02,Company Payroll,job,33798.51,INR,netbanking,6249501219399,8036835026260,credit
1KPOFRI0RK84RW,2025-02-07,Company Payroll,job,44161.08,INR,netbanking,6249501219399,4186882858090,credit
DQX9C6E8OSSIEO,2025-03-01,Company Payroll,job,27320.17,INR,netbanking,6249501219399,6973270004035,credit
KWN6GGTJFKFQQH,2025-04-07,Company Payroll,job,36821.5,INR,netbanking,6249501219399,1998731147077,credit
WSJ5B1UMX0KTNW,2025-05-02,Company Payroll,job,52650.7,INR,netbanking,6249501219399,4784456056299,credit
OXADYPFKBC7UXT,2025-06-06,Company Payroll,job,52448.95,INR,netbanking,6249501219399,3017651960974,credit
6APZYQYOWO1B2O,2024-08-25,Nippon AMC,funds,12328.25,INR,netbanking,6249501219399,9533595727769,credit
VMSZN4T4L0Q63G,2024-12-19,Water Bill,utilities,1598.74,INR,netbanking,6249501219399,8370626359101,debit
V7SDSPT11Q2OV0,2025-03-03,Reliance Fresh,groceries,908.13,INR,cash,6249501219399,2126759520748,debit
O7XFWVS9TMZJ6Z,2024-07-02,Petrol Bunk,utilities,2537.4,INR,cash,6249501219399,4129073651781,debit
749O0FAOFDC9IG,2025-02-09,Zerodha,stocks,13766.02,INR,netbanking,6249501219399,9069216053258,credit
LM6T9A1HZGIRO7,2025-06-28,D-Mart,groceries,3109.22,INR,netbanking,6249501219399,2830453928636,debit
ZYDZRGSJEINFXL,2025-06-11,Barista,others,2950.1,INR,UPI,6249501219399,6302340795949,debit
APSKSA3CNM8RC1,2025-01-24,D-Mart,groceries,1580.62,INR,cash,6249501219399,2178827072649,debit
NVWA3AUW3H79E3,2024-11-01,Barista,others,1642.75,INR,cash,6249501219399,1825403901047,debit
8TV44BMXXUUJ6F,2024-09-14,HDFC Mutual,funds,13849.76,INR,netbanking,6249501219399,0646998888001,credit
SQV7FYR4967VW9,2024-12-20,Barista,others,275.39,INR,netbanking,6249501219399,5130205650178,debit
87BOD7UJRMJLPY,2025-01-31,Mobile Recharge,utilities,877.91,INR,UPI,6249501219399,7948350590615,debit
J9M271ZUE9EJEJ,2024-09-20,Electricity Bill,utilities,4905.88,INR,cash,6249501219399,2078749282991,debit
PN79PK2Y00S0Y9,2024-07-10,Spencers,groceries,1409.39,INR,cash,6249501219399,2410096508779,debit
4MPIGGWDUHP8UL,2024-08-31,Zerodha,stocks,10744.76,INR,netbanking,6249501219399,6575247331397,credit
AS5KJ8F68UK4DV,2024-08-16,Barista,others,1076.66,INR,netbanking,6249501219399,2795056467375,debit
D3DS2GI6W8X6LF,2025-05-11,Uber,travel,1772.99,INR,cash,6249501219399,6042703899761,debit
9IE4650AX4FJBH,2025-03-10,D-Mart,groceries,2800.74,INR,card,6249501219399,9301858672632,debit
ZELUXM7AMPOSTD,2025-02-09,Uber,travel,3804.69,INR,UPI,6249501219399,5795222144271,debit
Z5C33B7W2J7612,2025-06-13,D-Mart,groceries,4664.89,INR,cash,6249501219399,7725468859028,debit
AHIJIVRAW7385I,2024-11-13,Ola,travel,4926.63,INR,netbanking,6249501219399,8346109598369,debit
EEZE5MH3C1L8MA,2024-11-24,Electricity Bill,utilities,4281.59,INR,UPI,6249501219399,0332990828487,debit
F95EXICYULESG2,2025-03-30,Myntra,online_shopping,3945.33,INR,card,6249501219399,3453982706454,debit
8Q4KBWILPEKMB0,2024-09-06,D-Mart,groceries,193.57,INR,UPI,6249501219399,9193923825978,debit
OMS4YLGVL1H8LW,2024-07-03,Ola,travel,4668.75,INR,card,6249501219399,2027217236191,debit
IEEDDJTCPV2YAJ,2025-01-10,Amazon India,online_shopping,2353.2,INR,UPI,6249501219399,1020377567793,debit
T5FR9T7TL72OCA,2024-08-18,Electricity Bill,utilities,252.87,INR,UPI,6249501219399,9305972845371,debit
K40TRX3YWVIQF0,2025-03-07,SBI Mutual,funds,12561.7,INR,netbanking,6249501219399,7523386034749,credit
EGIWNPELBPV75A,2025-06-02,Flipkart,online_shopping,1719.08,INR,UPI,6249501219399,8690301668273,debit
3P3KB8ACHN4M0Z,2024-07-15,Nippon AMC,funds,4864.97,INR,netbanking,6249501219399,1297811218342,credit
ZY1Q08N26YTACZ,2024-09-29,Ola,travel,3431.49,INR,card,6249501219399,2202798372968,debit
5QSR1LSXHKIRZN,2024-09-24,Amazon India,online_shopping,2934.54,INR,cash,6249501219399,3849586531234,debit
BLN0Q4DOEEN3Z6,2025-05-23,Mobile Recharge,utilities,2790.2,INR,card,6249501219399,0389934934817,debit
Z0TP04SABA7CSJ,2024-12-22,D-Mart,groceries,1637.48,INR,card,6249501219399,4764487459217,debit
SC5UOWBJ6O72D9,2024-07-28,Groww,stocks,12745.57,INR,netbanking,6249501219399,7174776394872,credit
08F94IJF3HU6QV,2024-11-29,Gift,misc,3991.03,INR,card,6249501219399,9890838985824,credit
EL708JP0VOQRR2,2024-11-22,Myntra,online_shopping,4537.11,INR,cash,6249501219399,3620780325499,debit
DYLZW9EZ1CFL02,2024-11-10,MakeMyTrip,travel,1064.52,INR,card,6249501219399,6797968254524,debit
KIZ3ND22MYO5EP,2024-10-11,Spencers,groceries,1400.64,INR,card,6249501219399,6021811805980,debit
QODS82WJ8GRGJ8,2024-10-26,Spencers,groceries,3572.75,INR,card,6249501219399,5620334486194,debit
FGE0WBX1MFXNT8,2025-06-16,Spencers,groceries,4294.6,INR,UPI,6249501219399,4763433519825,debit
1QJ7E38VIT7R4W,2024-07-19,Groww,stocks,12036.49,INR,netbanking,6249501219399,0121635943673,credit
I2ZZ2M16QAGTHH,2025-02-28,D-Mart,groceries,4386.24,INR,netbanking,6249501219399,5736305731539,debit
X2QA272I0KATQC,2024-12-22,Reliance Fresh,groceries,1875.38,INR,netbanking,6249501219399,5997695932956,debit
61G8MGD1F0UI6U,2024-08-22,INOX,others,867.43,INR,netbanking,6249501219399,6215657051196,debit
6V8ZORMDB0EWB5,2024-08-19,Spencers,groceries,2899.52,INR,UPI,6249501219399,0302326346373,debit
